Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts h2o2 Replicate 1	Raw Counts h2o2 Replicate 2	Normalized Counts h2o2 Replicate 1	Normalized Counts h2o2 Replicate 2	RPKM h2o2	Expression h2o2	Raw Counts expon Replicate 1	Raw Counts expon Replicate 2	Normalized Counts expon Replicate 1	Normalized Counts expon Replicate 2	RPKM expon	Expression expon	Raw Counts stat Replicate 1	Raw Counts stat Replicate 2	Raw Counts stat Replicate 3	Normalized Counts stat Replicate 1	Normalized Counts stat Replicate 2	Normalized Counts stat Replicate 3	RPKM stat	Expression stat	pValue h2o2 vs expon	qValue h2o2 vs expon	pValue h2o2 vs stat	qValue h2o2 vs stat	pValue expon vs stat	qValue expon vs stat
	81106	82512	82512	+	SSO0100	SSO0100	phenylalanyl-tRNA synthetase subunit alpha	2929	3300	81314	130527	56	75	5641	2733	124380	81870	82	73	568	749	595	35163	35995	40197	10	26	0.05923562481227176	0.232242443376073	2.2258429413234977E-18	1.051449025241282E-17	2.0808903322561253E-15	6.276949228985773E-15
82518	82518	84152		+	SSO0101	SSO0101	phenylalanyl-tRNA synthetase subunit beta	3577	3587	99307	141902	55	73	5423	2831	119579	84812	70	62	446	514	372	27650	24711	25099	6	15	0.015855542031233856	0.07467216693378366	1.3149575972801953E-66	1.0182743781923503E-65	2.355117148837042E-43	9.814564503788102E-43
84202	84240	84935	84935	+	SSO0102	SSO0102	Esterase, tropinesterase related protein	3671	2985	101927	118092	121	158	4950	3386	109142	101433	166	151	1206	1536	990	74709	73752	66857	43	103	0.05169695492615833	0.2073873977901171	2.5967457920488933E-5	8.165322879442632E-5	0.00476923168560721	0.010011205824204481
85710	85710	84916	84916	-	SSO0103	SSO0103	competence damage-inducible protein A	2342	1406	65031	55638	60	75	1506	1208	33216	36197	47	43	596	620	662	36901	29813	44669	19	46	4.111280760576419E-7	6.123644501279614E-6	1.3424942086016125E-5	4.281951302640184E-5	0.5401224977953698	1.0
85752	85752	86957	87318	+	SSO0104	SSO0104	Aspartate aminotransferase (aspB-1)	14053	14052	390120	555768	296	392	31715	20310	699269	608289	598	542	9841	11243	7661	609197	539845	516875	191	460	0.30828777838116317	0.8547532357681372	0.2074410891964506	0.4744776713214921	0.4799683558363365	0.8872574178851041
87813	87813	86950	86922	-	SSO0106	SSO0106	hypothetical protein	11399	4994	316443	197550	241	297	18172	14884	400675	445783	530	489	523	629	526	32394	30238	35521	15	37	0.8683209633139647	1.0	5.854258751230695E-193	6.877097167011755E-192	0.0	0.0
87870	87870	88241	88241	+	SSO0107	SSO0107	hypothetical protein	1269	1906	35226	75386	108	148	2607	2088	57481	62558	175	161	200	344	179	12418	16529	12113	15	36	0.14387256690390204	0.478499252961375	1.700862579743239E-54	1.2199965923365675E-53	3.4596965455684653E-63	1.6518459120175817E-62
88217			88174	-	-	predicted RNA	antisense: SSO0107	401	585	11151	23151	284	389	1367	1184	30157	35484	804	745	21	24	21	1307	1170	1437	12	29	0.4069439210253711	1.0	0.0	0.0	0.0	0.0
88610	88610	88218	88218	-	SSO0108	SSO0108	hypothetical protein	7579	15229	210397	602333	735	1034	26852	21894	592050	655704	1719	1587	272	362	271	16866	17416	18325	18	44	0.6038210896049399	1.0	0.0	0.0	0.0	0.0
88678	88678	89373	89373	+	SSO0109	SSO0109	hypothetical protein	6092	4686	169118	185350	196	254	6609	5216	145733	156232	235	216	657	719	584	40671	34550	39461	22	54	0.01163418062374507	0.05748762584399746	2.460050640996073E-54	1.7604914127404081E-53	1.0182521649498295E-35	3.8893484533605146E-35
89415	89415	90317		+	SSO0110	SSO0110	hypothetical protein	6301	9429	174910	372953	221	303	18229	13597	401928	407243	488	448	9905	12012	8543	613149	576767	576413	271	652	0.795672858894297	1.0	0.39212195040737946	0.8401071105424448	0.1670950308128194	0.3228844388083841
	90305	90655	90660	+	SSO0111	SSO0111	hypothetical protein	420	1149	11663	45478	56	81	1419	910	31300	27273	92	83	1514	2131	1205	93745	102331	81322	111	263	0.06375571491268006	0.24502659323848522	4.3335596409759236E-4	0.0012762886624747445	2.7803275622469757E-21	9.256855295481108E-21
93199	93199	90572	90572	-	SSO0112	SSO0112	ATP-dependent helicase	3622	2806	100554	110984	31	40	6764	4287	149136	128391	58	52	1387	1983	1464	85855	95252	98800	14	35	0.4159388452408707	1.0	0.009324198504056183	1.0	0.011058725347759382	1.0
	94617	93241	93241	-	SSO0114	SSO0114	hypothetical protein	3578	2071	99339	81939	52	65	5673	4543	125085	136074	102	94	576	763	578	35708	36650	39008	11	26	0.6732019570875667	1.0	3.5644929120005875E-13	1.0	4.284149394451793E-27	1.5224380211105517E-26
	95191	94607		-	SSO0115	SSO0115	hypothetical protein	3444	1280	95618	50654	102	125	2484	1906	54770	57086	104	95	171	252	170	10616	12136	11519	8	19	0.00218804841992	0.014220030754093862	1.5022538016608755E-151	1.6294481130906987E-150	4.546540662424544E-78	2.3432750135972857E-77
95849	95849	95139		-	SSO0116	SSO0116	DNA endonuclease III, probable (ntH-1)	1880	852	52186	33703	48	60	1753	1449	38654	43403	62	57	231	270	259	14322	12976	17483	8	20	0.02567323767594977	0.11433589253967329	2.773823018910638E-25	1.0	5.906752605730396E-20	1.9294565437186488E-19
95905	95905	96168		+	SSO5209	SSO5209	hypothetical protein	348	967	9676	38280	63	90	1729	1436	38141	43023	166	153	19	28	7	1177	1384	486	1	3	0.8016138273753772	1.0	0.0	0.0	0.0	0.0
96567	96562	96149	96149	-	SSO0117	SSO0117	hypothetical protein	2469	657	68548	25988	96	114	2661	2680	58691	80273	178	167	306	233	213	18945	11203	14423	14	35	0.8458000234154287	1.0	1.0117345415685973E-31	5.931317566672397E-31	9.514989740882874E-75	4.8006747266399326E-74
97032	97032	96568	96568	-	SSO0118	SSO0118	hypothetical protein	52398	8154	1454505	322529	1661	1910	23439	22145	516807	663244	1359	1268	4841	3833	3406	299677	184053	229824	208	511	0.02605108268120586	0.11535849272630702	2.983019545809818E-25	1.5955566745886536E-24	7.22709109666664E-10	1.904990227258531E-9
	98595	97075	97075	-	SSO0119	SSO0119	hypothetical protein	1109	514	30793	20366	13	16	1398	1057	30830	31679	22	20	342	433	316	21208	20813	21322	5	13	0.27668878203072395	1.0	0.0014494954244361968	1.0	0.0036893984088159472	1.0
	100018	98567		-	SSO0120	SSO0120	Type II secretion system protein, virB homolog	4312	1550	119697	61314	51	62	3627	3046	79981	91241	63	58	746	813	645	46178	39060	43567	12	29	0.04138111023580251	0.17221844406958986	8.139520559740968E-10	1.0	9.68449825256933E-7	2.3244289175210734E-6
102102	102102	100015		-	SSO0121	SSO0121	hypothetical protein	948	329	26328	13034	7	9	821	667	18110	20004	9	9	197	237	159	12211	11420	10731	2	5	0.010866354753391812	1.0	1.0772374809258497E-7	1.0	2.8541619768742007E-4	1.0
103238	103238	102132	102132	-	SSO0122	SSO0122	Sun (fmu) protein (sun-2)	611	475	16982	18808	12	16	1063	803	23440	24056	23	21	311	406	214	19271	19496	14457	6	16	0.31393580849938757	1.0	0.01828981178693392	1.0	0.04093271252880094	1.0
104171	104171	103509	103509	-	SSO0123	SSO0123	hypothetical protein	3866	1471	107315	58184	102	124	2587	2066	57047	61900	97	89	526	720	511	32604	34595	34497	21	51	8.478809358899943E-4	0.006109845725522111	2.0582720471622387E-13	8.862241884946126E-13	1.3324991868723539E-4	2.971396825740428E-4
104246	104246	105148	105148	+	SSO0124	SSO0124	hypothetical protein	4374	2767	121420	109445	100	127	6429	4821	141755	144404	172	158	709	964	657	43935	46318	44377	20	49	0.3089281634821472	0.8555990862276905	3.2243930221101053E-15	1.4278144349685287E-14	2.945646683284415E-22	9.93477586680865E-22
	106164	105256	105216	-	SSO0125	SSO0125	prenyltransferase	11361	3476	315377	137503	208	249	10490	8815	231299	264028	294	272	838	1030	905	51902	49476	61121	24	59	0.15636194072287218	0.5112969763343499	1.7155303962561254E-47	1.1559407193821034E-46	5.131320302578086E-57	2.362988180758222E-56
107741	107741	106161		-	SSO0127	SSO0127	putative alpha-isopropylmalate/homocitrate	6445	2484	178920	98277	71	87	17295	10610	381334	317761	244	221	408	650	358	25316	31209	24171	7	17	0.058283876975711746	0.22937763467179603	1.0820306219337707E-83	8.887496902585298E-83	0.0	0.0
109137	109137	108316	108316	-	SSO0128	SSO0128	Iron (III) ABC transporter, periplasmic-binding	2177	1146	60454	45350	51	64	2349	1927	51792	57728	72	66	1248	1617	1132	77285	77681	76425	39	93	0.09589692317489525	0.3438233496127484	0.6423589284039026	1.0	0.07167258564208413	0.14130257068005567
110052	110052	109171		-	SSO0129	SSO0129	Cobalamin biosynthesis protein G (cbiG)	1281	792	35575	31339	29	37	1286	1107	28361	33176	37	34	297	500	319	18400	24031	21536	10	24	0.017960387877248383	1.0	4.1066213743013595E-6	1.0	0.0066306475275382665	1.0
110855	110804	110094	110067	-	SSO0131	SSO0131	hypothetical protein	1367	507	37971	20079	33	40	1071	930	23622	27881	39	36	1044	1368	857	64630	65696	57878	37	88	0.00614180004591755	1.0	0.19952303674834346	0.45737497304682856	2.372019926992393E-12	6.6583390736946076E-12
	111396	111001		-	SSO0132	SSO0132	hypothetical protein	13	10	382	414	0	1	6	8	138	257	0	0	0	0	0	0	37	0	0	0	9.384158449906967E-5	1.0	1.9370093466846818E-208	1.0	3.610039670596011E-59	1.0
111846	111846	112274	112304	+	SSO0133	SSO0133	First ORF in transposon ISC1212	5676	2430	157579	96121	240	295	3352	3064	73923	91768	207	193	4961	6406	5144	307104	307573	347071	309	747	3.4233585997718515E-4	0.002789768408662244	0.027892698104823952	0.0712304915507112	5.937073710600574E-27	2.1074242258950498E-26
112306	112358	112801	112859	+	SSO0134	SSO0134	Second ORF in transposon ISC1212	1910	1017	53028	40261	83	105	1245	1049	27462	31435	71	66	2769	3837	2760	171438	184228	186270	169	406	1.939022798437654E-5	2.1870210041798614E-4	4.5351290315438095E-6	1.4829681381508275E-5	3.587713537358048E-107	2.0530426915065445E-106
113859	113859	112903	112903	-	SSO0137	SSO0137	Partial transposase ISC1359	1129	497	31362	19688	21	26	822	889	18141	26625	24	23	165	203	136	10260	9748	9234	4	10	0.0020399805357686407	1.0	1.5419487676335203E-19	1.0	2.8599663630559693E-11	1.0
115024	115024	114650		-	SSO0138	SSO0138	hypothetical protein	744	230	20656	9124	33	39	739	887	16297	26570	60	57	19	19	7	1207	952	478	0	2	0.5164240783642371	1.0	0.0	1.0	0.0	0.0
117074	117074	115476		-	SSO0140	SSO0140	Primase (Carboxy-end fragment)	577	248	16025	9817	6	8	721	543	15917	16278	10	10	39	60	31	2430	2920	2128	0	1	0.28074953531716235	1.0	8.315041384170914E-54	1.0	4.528751327114849E-86	1.0
117051	117302	118267	118267	+	SSO0141	SSO0141	Transposase ISC1439	11295	7152	313537	282901	242	308	5242	4424	115589	132520	138	128	8358	12893	8511	517407	619033	574216	248	590	3.208905522060056E-9	7.186563230340253E-8	0.6904837965455112	1.0	4.632648019787097E-37	1.7892597128532547E-36
	119638	118421		-	SSO0142	SSO0142	Primase (Amino-end Fragment)	162	98	4500	3909	2	3	256	182	5650	5459	4	4	42	63	38	2654	3053	2579	0	2	0.49623464302112824	1.0	0.0013108985326272884	1.0	2.491983375785927E-4	1.0
120039	120039	119890		-	NA	NA	Novel protein	337	83	9381	3288	35	42	187	148	4134	4439	31	28	14	10	14	871	511	961	2	5	8.216971030441497E-5	1.0	5.060078363061626E-134	1.0	1.9404733371176774E-51	1.0
	122189	121317		-	SSO0143	SSO0143	SSV1 integrase fragment homolog (orf D-335)	63	28	1756	1120	1	1	29	33	653	998	1	0	19	36	16	1184	1741	1109	0	1	2.4928838831003043E-5	1.0	0.19060566381936447	1.0	0.0018679876004767972	1.0
122786	122786	124021		+	SSO0144	SSO0144	Arsenite transport protein (arsB)	3257	602	90412	23812	39	46	4766	4377	105082	131115	102	95	37	74	48	2306	3587	3302	1	2	0.22344367901854206	0.6620900824822612	0.0	1.0	0.0	0.0
124663	124663	125556	125655	+	SSO0147	SSO0147	hypothetical protein	1818	3887	50475	153744	80	114	4049	3377	89287	101163	115	106	1838	2132	1671	113824	102364	112774	50	122	0.036048226719283955	0.15267772758793327	0.0862003816173991	0.20915182227199017	0.5718586284114874	1.0
	126319	125531	125531	-	SSO0149	SSO0149	hypothetical protein	1956	1778	54315	70352	60	79	5983	4648	131933	139219	186	171	472	635	427	29249	30528	28847	15	37	0.18324986097132986	0.5710278450487987	1.8808707458150533E-10	7.309801038354883E-10	8.43266834423838E-57	3.877532726087752E-56
126581	126581	126291		-	SSO0150	SSO0150	hypothetical protein	1275	947	35413	37472	97	125	2401	1940	52952	58103	206	190	251	271	224	15588	13013	15131	20	50	0.9804398475102799	1.0	2.1063840362310428E-18	9.965309277792153E-18	2.3094250202718366E-45	9.861783385605251E-45
127134	127134	127763	127805	+	SSO0151	SSO0151	D-arabino 3-hexulose 6-phosphate formaldehyde	10814	6787	300183	268442	355	451	15102	12692	332990	380120	611	565	2604	3554	2782	161206	170666	187711	114	274	0.35855876576272205	0.9622357222580635	2.118701022848938E-4	6.347946375484836E-4	1.100200158928981E-5	2.5578215793472126E-5
	127806	129608	129608	+	SSO0152	SSO0152	hypothetical protein	1480	1434	41088	56749	20	27	2319	1840	51146	55121	31	29	701	1137	720	43411	54600	48610	11	27	0.14935330492840646	1.0	0.029554271016216847	1.0	0.3702366380404059	1.0
130016	130016	129588	129565	-	SSO0154	SSO0154	hypothetical protein	683	501	18973	19848	35	45	689	632	15196	18933	42	39	528	651	515	32744	31258	34793	31	76	0.003999059116918802	1.0	0.7685783540023213	1.0	4.280403698405262E-7	1.0361505997772613E-6
130070	130070	131128	131128	+	SSO0155	SSO0155	N-acetyl-gamma-glutamyl-phosphate reductase	2722	2227	75573	88114	59	77	5332	3483	117564	104338	115	104	5228	5607	5019	323624	269232	338633	120	293	0.5814111181205198	1.0	2.542850959126453E-5	8.003938357695297E-5	1.1605296638649416E-11	3.19145657562859E-11
131129	131130	131924		+	SSO0156	SSO0156	acetylglutamate kinase	384	320	10670	12679	11	14	406	256	8961	7670	11	10	455	531	340	28175	25504	22997	13	32	7.642655772643294E-5	1.0	0.14498753916093035	1.0	6.2149525881177115E-24	1.0
	131917	132345	132353	+	SSO0157	SSO0157	Transcriptional regulator	567	389	15752	15415	28	36	657	432	14489	12952	35	31	457	546	356	28306	26251	24080	25	61	0.006928811845959832	1.0	0.8352341340725241	1.0	3.6420426803113543E-6	1.0
132399	132412	132582		+	SSO5317	SSO5317	hypothetical protein	1096	320	30445	12681	105	126	852	751	18789	22512	130	120	481	518	592	29808	24886	39971	74	184	0.0077829135800718315	0.04078823228074682	0.7342178305821956	1.0	5.264794003234813E-4	0.0011477103453830513
	132570	133430		+	SSO0159	SSO0159	Ribosomal protein S6 modification protein	2024	1239	56203	49025	48	61	1529	1073	33714	32145	41	38	717	822	910	44404	39484	61397	22	56	9.441325895153296E-6	1.0	0.01079674860137916	1.0	0.014274606381086389	1.0
	133415	134593		+	SSO0160	SSO0160	Acetylornithine aminotransferase (argD)	2104	1817	58408	71894	42	55	3111	1976	68610	59206	59	54	571	679	588	35385	32632	39706	12	30	0.055111921482703205	1.0	4.3370928239011545E-7	1.0	9.158075974109823E-5	1.0
	134541	135581		+	SSO0162	SSO0162	acetyl-lysine deacetylase	1885	1513	52329	59864	41	53	1245	805	27467	24109	27	24	410	496	398	25402	23829	26895	10	24	9.828739881971813E-12	1.0	2.4215813478703692E-12	1.0	0.8943864373777806	1.0
	135566	136354	136354	+	SSO0163	SSO0163	Undecaprenyl diphosphate synthase	2521	1769	69991	69975	69	88	4535	2945	100000	88204	131	119	859	1045	792	53179	50215	53473	27	66	0.5628909944277708	1.0	2.8086589182426666E-4	8.319082029009915E-4	9.540891853667088E-6	2.2197904589286728E-5
136398	136398	136799		+	SSO0164	SSO0164	30S ribosomal protein S8e	20291	8455	563279	334439	910	1116	27643	22070	609487	660997	1714	1580	712	835	673	44117	40127	45446	44	107	0.35675493687603255	0.9582209823081012	0.0	0.0	0.0	0.0
	136780	137088	137088	+	SSO0165	SSO0165	hypothetical protein	3996	2473	110928	97815	266	337	7519	5969	165784	178786	605	557	215	320	244	13311	15392	16527	20	48	0.9542969219600475	1.0	1.9753859717862794E-193	2.338165981053493E-192	0.0	0.0
137106	137128	138063	138063	+	SSO0166	SSO0166	UDP-glucose 4-epimerase (galE-2)	3307	2820	91819	111538	83	108	5301	3581	116883	107271	131	119	537	754	474	33246	36230	32009	15	36	0.16395774526485396	0.5300108629382039	5.427089995432391E-21	2.7205364180001663E-20	4.480070247375535E-24	1.541045158019894E-23
	139618	138497	138497	-	SSO0167	SSO0167	Methyl coenzyme M reductase system, component A2	605	654	16794	25889	14	19	1178	756	25988	22643	23	21	1426	1838	1299	88283	88287	87703	32	78	0.09353792069254538	1.0	1.5759088535326097E-7	5.463033698270617E-7	5.502139454269318E-37	2.1224485899802214E-36
	140172	139591		-	SSO0168	SSO0168	hypothetical protein	396	283	11006	11204	14	19	690	448	15221	13436	27	24	453	546	379	28091	26249	25619	19	45	0.35610443909691114	1.0	0.06142533095306088	1.0	1.143495905557352E-5	1.0
140723	140723	140169		-	SSO0169	SSO0169	hypothetical protein	14728	6176	408832	244301	479	588	6033	5188	133018	155388	280	259	8080	9512	7236	500187	456724	488185	360	867	3.6542503466367555E-8	6.500389330902983E-7	0.578626666963837	1.0	1.1207401617450916E-17	3.520549065098356E-17
142414	142414	140783	140783	-	SSO0170	SSO0170	Acetolactate synthase large subunit homolog	8050	6517	223458	257759	113	147	20723	12087	456925	362017	278	250	2578	2863	2645	159627	137484	178485	39	97	0.7293504957785749	1.0	5.178272473195384E-4	0.001517887213658873	7.534054156109324E-10	1.980870826686514E-9
142612	142612	143181		+	SSO0171	SSO0171	hypothetical protein	10050	3882	278983	153551	311	379	6341	5783	139813	173202	294	274	209	210	198	12957	10090	13416	8	21	0.0018751951976699968	0.012526786803319099	0.0	0.0	0.0	0.0
143365	143365	143195	143195	-	SSO5336	SSO5336	50S ribosomal protein L40e	27861	11721	773404	463606	2948	3616	13027	12164	287230	364301	2042	1905	708	753	668	43881	36154	45134	100	243	4.273287283747668E-4	0.003367783117545947	0.0	0.0	1.2996982036853339E-184	8.911807286503181E-184
143428	143428	143940	143941	+	SSO0172	SSO0172	transcription elongation factor NusA-like	8968	6338	248950	250673	379	486	11590	8057	255551	241318	531	484	645	695	618	39957	33386	41711	30	74	0.07441116670036853	0.2784158196373164	5.2176162123773735E-120	5.172751359595784E-119	2.4306684047127453E-117	1.4412706178801478E-116
143942	143942	145231	145231	+	SSO0173	SSO0173	aspartyl-tRNA synthetase	13568	14998	376634	593206	281	375	29054	16789	640596	502820	492	443	4436	5445	4081	274624	261431	275376	87	209	0.2187110844471443	0.6515288094583351	1.8508026217911583E-5	5.861188770738429E-5	9.733542744007592E-7	2.3344005055543632E-6
	146368	145235		-	SSO0174	SSO0174	hypothetical protein	2140	982	59420	38844	35	43	2536	1854	55921	55553	53	49	60	129	80	3759	6222	5398	1	4	0.19961632363590934	1.0	4.413992487778111E-293	1.0	0.0	1.0
146727	146727	146365		-	SSO0175	SSO0175	peptidyl-tRNA hydrolase	1900	588	52747	23267	87	104	1329	1097	29304	32866	92	85	23	41	23	1431	1973	1610	1	4	0.0033831961769715158	0.02102173592597271	0.0	0.0	0.0	0.0
146792	146792	146989		+	SSO5343	SSO5343	hypothetical protein	4954	1409	137537	55764	409	488	3730	3536	82241	105910	508	475	63	65	53	3956	3144	3579	7	17	0.05481507716690402	0.21709839086586794	0.0	0.0	0.0	0.0
147003	147003	147278	147278	+	SSO5345	SSO5345	elongation factor 1-beta	5921	1763	164362	69734	354	424	5229	4564	115303	136700	491	456	93	105	77	5791	5055	5255	8	19	0.12332122609933768	0.4241977644720864	0.0	0.0	0.0	0.0
147343	147343	149652	149665	+	SSO0176	SSO0176	AAA family ATPase	17138	25432	475741	1005887	233	320	13830	7435	304937	222675	127	114	3958	4917	3231	245040	236091	217985	42	100	1.9448658862072464E-9	4.698707713301836E-8	1.9121039202883053E-17	8.91074776026571E-17	0.27883638891681095	0.5299253227704716
	150044	150952	150952	+	SSO0179	SSO0179	flap endonuclease-1	1009	1334	28012	52778	32	44	748	452	16509	13560	18	16	218	299	212	13555	14364	14336	6	15	9.892648298966062E-19	1.0	5.713538684574463E-25	1.0	0.4815601882742502	1.0
151633	151633	152913		+	SSO0180	SSO0180	glutamyl-tRNA reductase	2653	3138	73664	124129	57	77	4216	3013	92969	90237	78	71	1231	1654	1196	76234	79458	80736	25	61	0.03256360038340888	0.14001448617893902	0.0017224530312406315	0.00481760672619235	0.21711947020054098	0.4164466486348023
	152828	153853		+	SSO0181	SSO0181	delta-aminolevulinic acid dehydratase	7697	6286	213666	248629	173	225	7881	5858	173774	175448	185	170	2189	2718	2193	135540	130520	147958	55	134	0.004467020265745474	0.02608974500425077	5.5963787899799216E-5	1.726613198533944E-4	0.16608101942534576	0.32112435619323065
	153826	155106		+	SSO0182	SSO0182	Glutamate-1-semialdehyde aminotransferase	2112	2699	58645	106781	47	64	3675	1950	81045	58402	60	54	957	1256	914	59296	60341	61722	19	47	0.00997773453489434	1.0	3.022349222631601E-4	1.0	0.2300297316064263	1.0
	155103	155984		+	SSO0183	SSO0183	Porphobilinogen deaminase	1440	1464	39988	57924	41	55	1076	590	23728	17689	26	23	1211	1730	1052	75012	83108	71009	36	86	1.3459247894880015E-16	1.0	0.8486707892483677	1.0	3.276843091678144E-42	1.3475313797085946E-41
	155965	156678		+	SSO0184	SSO0184	Uroporphyrinogen III synthase, putative	628	935	17437	36997	27	38	499	290	11018	8698	15	13	667	1117	672	41313	53639	45397	27	65	2.915430245433676E-23	1.0	0.7775709601610117	1.0	1.126446829259063E-77	1.0
