GeneBeg	GeneEnd	Strand	OpensOperon	operon_ID	Locus	Protein.accession	primTSS
1886148	1886732	+	0	1391	SSO2069	NP_343461	NA
1886722	1888548	+	0	1391	SSO2070	NP_343462	NA
1888545	1889006	-	1	1392	SSO2071	NP_343463	1889006
1889747	1890490	-	0	1393	SSO2072	NP_343464	NA
1890522	1891193	-	1	1393	SSO2073	NP_343465	1891193
1891234	1892334	+	1	1394	SSO2074	NP_343466	NA
1892523	1892882	-	1	1395	SSO2076	NP_343467	NA
1892833	1893897	-	1	1396	SSO2077	NP_343468	NA
1893970	1894848	-	1	1397	SSO2078	NP_343469	1894873
1895173	1895739	+	1	1398	SSO2079	NP_343470	1895163
1895792	1896118	+	1	1399	SSO2080	NP_343471	NA
1896115	1896651	-	1	1400	SSO2081	NP_343472	1896654
1896687	1897190	-	1	1401	SSO2083	NP_343473	1897190
1897233	1898183	-	1	1402	SSO2085	NP_343474	NA
1898386	1899351	-	1	1403	SSO2086	NP_343475	NA
1899747	1900520	-	1	1404	SSO2087	NP_343476	1900520
1900584	1902404	-	1	1405	SSO2088	NP_343477	NA
1902460	1903080	-	1	1406	SSO2089	NP_343478	NA
1903244	1904257	+	1	1407	SSO2090	NP_343479	NA
1904282	1906378	+	1	1408	SSO2091	NP_343480	1904281
1906371	1906922	+	1	1409	SSO2092	NP_343481	1906437
1906943	1908628	+	0	1409	SSO2093	NP_343482	NA
1908797	1910953	+	1	1410	SSO2094	NP_343483	NA
1910950	1913148	+	0	1410	SSO2095	NP_343484	NA
1914354	1914725	+	1	1411	SSO2096	NP_343485	NA
1915474	1918680	-	1	1412	SSO2098	NP_343486	NA
1918567	1919208	+	1	1413	SSO2097	NP_343487	1918573
1920786	1921745	+	1	1414	SSO2099	NP_343488	NA
1921900	1922232	-	1	1415	SSO2100	NP_343489	NA
1922326	1923408	-	1	1416	SSO2101	NP_343490	NA
1924213	1924776	+	1	1417	SSO2102	NP_343491	1924195
1925542	1925880	+	1	1418	SSO2103	NP_343492	NA
1925822	1926151	+	0	1418	SSO2104	NP_343493	NA
1927493	1928602	+	1	1419	SSO2105	NP_343494	1927357
1928589	1928987	+	0	1419	SSO2106	NP_343495	NA
1928975	1929295	+	1	1420	SSO2107	NP_343496	NA
1930061	1930384	-	1	1421	SSO2108	NP_343497	NA
1931081	1931446	+	1	1422	SSO2109	NP_343498	1931080
1931907	1933070	-	1	1423	SSO2110	NP_343499	1933071
1934808	1935950	-	1	1424	SSO2111	NP_343500	NA
1936374	1937183	+	1	1425	SSO2112	NP_343501	NA
1937245	1938825	-	1	1426	SSO2113	NP_343502	NA
1939146	1939457	-	0	1427	SSO2114	NP_343503	NA
1939450	1940055	-	0	1427	SSO2115	NP_343504	NA
1940056	1940829	-	1	1427	SSO2116	NP_343505	1940830
1940928	1941752	+	1	1428	SSO2117	NP_343506	NA
1941983	1942936	-	1	1429	SSO2118	NP_343507	NA
1942987	1943718	-	1	1430	SSO2119	NP_343508	NA
1944279	1945244	+	1	1431	SSO2120	NP_343509	NA
1945703	1946350	+	1	1432	SSO2121	NP_343510	1945693
1946372	1947886	-	1	1433	SSO2122	NP_343511	NA
1948091	1948954	+	1	1434	SSO2123	NP_343512	1947953
1948939	1949301	+	0	1434	SSO2124	NP_343513	NA
1949974	1950201	+	1	1435	NA	NA	NA
1950201	1950713	+	1	1436	SSO2125	NP_343514	NA
1951498	1953090	+	1	1437	SSO2126	NP_343515	NA
1953502	1954794	+	1	1438	SSO2127	NP_343516	NA
1955003	1956094	+	1	1439	SSO2128	NP_343517	NA
1956091	1957338	+	0	1439	SSO2129	NP_343518	NA
1957357	1958373	+	0	1439	SSO2130	NP_343519	NA
1958425	1958892	-	1	1440	SSO2131	NP_343520	1958890
1959055	1960068	-	1	1441	SSO2132	NP_343521	NA
1960696	1962195	+	1	1442	SSO2133	NP_343522	1960696
1962697	1963968	-	1	1443	SSO2134	NP_343523	1963969
1964022	1964894	-	0	1444	SSO2135	NP_343524	NA
1964891	1965910	-	0	1444	SSO2137	NP_343525	NA
1965885	1966292	-	1	1444	SSO2138	NP_343526	1966292
1967022	1968209	+	1	1445	SSO2139	NP_343527	NA
1968238	1968660	+	1	1446	SSO2140	NP_343528	NA
1968668	1970377	-	1	1447	SSO2141	NP_343529	1970356
1970712	1971041	-	1	1448	SSO2142	NP_343530	1970981
1971177	1971818	-	1	1449	SSO2143	NP_343531	NA
1971907	1972302	-	1	1450	SSO2144	NP_343532	1972302
1972729	1973694	+	1	1451	SSO2145	NP_343533	NA
1974141	1974575	+	1	1452	SSO2146	NP_343534	NA
1974673	1975056	+	1	1453	SSO2148	NP_343535	NA
1975089	1977278	+	1	1454	SSO2150	NP_343536	1975089
1977528	1977869	+	1	1455	SSO2151	NP_343537	NA
1978217	1978630	-	1	1456	SSO2152	NP_343538	NA
1978700	1979764	+	1	1457	SSO2153	NP_343539	NA
1980262	1982619	+	1	1458	SSO2154	NP_343540	1980262
1982669	1983019	+	1	1459	SSO2155	NP_343541	1982669
1983028	1983879	+	1	1460	SSO2156	NP_343542	1983048
1983860	1984561	+	0	1460	SSO2157	NP_343543	NA
1984523	1984906	-	1	1461	SSO2158	NP_343544	NA
1985101	1985769	-	1	1462	SSO2159	NP_343545	1985769
1985781	1986086	-	0	1463	SSO2160	NP_343546	NA
1986061	1986828	-	1	1463	SSO2161	NP_343547	NA
1986907	1989909	-	1	1464	SSO2162	NP_343548	1989921
1989946	1990365	-	1	1465	SSO2163	NP_343549	1990367
1990523	1990903	-	0	1466	SSO2164	NP_343550	NA
1990873	1991295	-	1	1466	SSO2165	NP_343551	1991238
1991880	1992092	-	1	1467	NA	NA	1992092
1992148	1992753	+	1	1468	SSO2166	NP_343552	NA
1992750	1993250	+	1	1469	SSO2167	NP_343553	1992750
1993637	1994308	-	1	1470	SSO2169	NP_343554	NA
1994295	1995482	-	1	1471	SSO2170	NP_343555	1995511
1995866	1996393	+	1	1472	SSO2171	NP_343556	NA
1996402	1997316	+	1	1473	SSO2172	NP_343557	1996473
1997307	1998119	+	1	1474	SSO2174	NP_343558	NA
1998652	1998921	+	1	1475	SSO9953	NP_343559	1998652
1998933	1999832	+	0	1475	SSO2175	NP_343560	NA
1999829	2000383	-	1	1476	SSO2176	NP_343561	NA
2000418	2001149	+	1	1477	SSO2177	NP_343562	2000418
2001586	2002656	+	1	1478	SSO2178	NP_343563	2001578
2002689	2003486	+	1	1479	SSO2179	NP_343564	NA
2003859	2007092	-	1	1480	SSO2181	NP_343565	NA
2007306	2008547	+	1	1481	SSO2182	NP_343566	2007308
2009008	2009310	+	1	1482	SSO2183	NP_343567	NA
2009385	2010569	+	1	1483	SSO2184	NP_343568	NA
2010928	2011773	+	1	1484	SSO2186	NP_343569	NA
2011770	2012114	+	1	1485	SSO2187	NP_343570	2011821
2012181	2012690	-	0	1486	SSO2188	NP_343571	NA
2012683	2013399	-	1	1486	SSO2190	NP_343572	NA
2013433	2014236	-	1	1487	SSO2191	NP_343573	NA
2015157	2015987	-	1	1488	SSO2192	NP_343574	NA
2016255	2016629	-	1	1489	SSO2193	NP_343575	NA
2016662	2017993	+	1	1490	SSO2194	NP_343576	NA
2018018	2018821	+	1	1491	SSO2195	NP_343577	2018004
2018852	2019943	-	1	1492	SSO2197	NP_343578	2019957
2020615	2023653	-	0	1493	SSO2199	NP_343579	NA
2023658	2025271	-	1	1493	SSO2200	NP_343580	2025266
2025294	2025884	-	0	1494	SSO2201	NP_343581	NA
2025868	2026740	-	1	1494	SSO2202	NP_343582	2026747
2026797	2027651	+	1	1495	SSO2203	NP_343583	NA
2027648	2029624	+	1	1496	SSO2204	NP_343584	2027690
2029637	2030356	+	1	1497	SSO2205	NP_343585	2029637
2030357	2030998	+	0	1497	SSO2206	NP_343586	NA
2030995	2031663	+	0	1497	SSO2207	NP_343587	NA
2031660	2032370	-	1	1498	SSO2208	NP_343588	NA
2032422	2033480	+	1	1499	SSO2209	NP_343589	2032421
2033604	2034167	+	1	1500	SSO2210	NP_343590	NA
2034192	2035244	+	1	1501	SSO2211	NP_343591	NA
2035195	2035965	+	1	1502	SSO2212	NP_343592	2035270
2036095	2037138	-	1	1503	SSO2213	NP_343593	NA
2037178	2037543	+	1	1504	SSO2214	NP_343594	NA
2037536	2038666	-	0	1505	SSO2215	NP_343595	NA
2038638	2040353	-	1	1505	SSO2216	NP_343596	NA
2040411	2040887	-	1	1506	SSO2218	NP_343597	NA
2040871	2041620	-	1	1507	SSO2219	NP_343598	2041623
2041721	2042788	+	1	1508	SSO2220	NP_343599	NA
2042766	2043119	-	1	1509	SSO2221	NP_343600	NA
2043206	2044204	+	1	1510	SSO2222	NP_343601	2043193
2044137	2044967	+	1	1511	SSO2223	NP_343602	NA
2044890	2045375	-	1	1512	SSO2224	NP_343603	2045375
2045359	2045628	-	1	1513	SSO10051	NP_343604	NA
2045582	2045902	-	1	1514	SSO2225	NP_343605	NA
2045924	2046595	+	1	1515	SSO2226	NP_343606	NA
2046576	2047151	-	1	1516	SSO2227	NP_343607	2047159
2047756	2048640	+	1	1517	SSO2228	NP_343608	NA
2048608	2049474	-	1	1518	SSO2229	NP_343609	2049474
2049579	2050109	+	1	1519	SSO2230	NP_343610	2049574
2050090	2050752	-	0	1520	SSO2231	NP_343611	NA
2050756	2051163	-	1	1520	SSO2232	NP_343612	2051163
2051220	2052134	+	1	1521	SSO2233	NP_343613	NA
2052124	2052840	+	0	1521	SSO2234	NP_343614	NA
2052811	2053461	-	1	1522	SSO2236	NP_343615	NA
2053505	2054482	+	1	1523	SSO2237	NP_343616	2053505
2054626	2054952	+	1	1524	SSO2238	NP_343617	2054626
2054954	2056717	-	1	1525	SSO2241	NP_343618	2056719
2056841	2057269	+	1	1526	SSO2242	NP_343619	NA
2057280	2057534	+	0	1526	SSO10075	NP_343620	NA
2058349	2059272	+	1	1527	SSO2243	NP_343621	NA
2059246	2059656	-	1	1528	SSO2244	NP_343622	2059659
2059760	2060224	+	1	1529	SSO2245	NP_343623	2059759
2060221	2060892	+	0	1529	SSO2246	NP_343624	NA
2061575	2062390	+	1	1530	SSO2247	NP_343625	NA
2062387	2063406	-	0	1531	SSO2248	NP_343626	NA
2063403	2065997	-	0	1531	SSO2249	NP_343627	NA
2065994	2067139	-	0	1531	SSO2250	NP_343628	NA
2067142	2068644	-	1	1531	SSO2251	NP_343629	2068648
2068737	2069294	-	1	1532	SSO2253	NP_343630	2069296
2069543	2071048	+	1	1533	SSO2254	NP_343631	2069541
2071040	2071489	-	1	1534	SSO2255	NP_343632	2071492
2071570	2073105	+	1	1535	SSO2256	NP_343633	2071567
2073102	2073911	+	0	1535	SSO2257	NP_343634	NA
2073908	2074570	-	0	1536	SSO2259	NP_343635	NA
2074577	2075821	-	1	1536	SSO2261	NP_343636	NA
2075955	2076548	+	1	1537	SSO2262	NP_343637	2075955
2076545	2077186	+	0	1537	SSO2263	NP_343638	NA
2077175	2078122	-	0	1538	SSO2265	NP_343639	NA
2078112	2078537	-	1	1538	SSO2266	NP_343640	2078535
2078931	2079329	-	1	1539	NA	NA	2079330
2079512	2080072	+	1	1540	SSO2268	NP_343641	NA
2080157	2080678	-	1	1541	SSO2269	NP_343642	NA
2081153	2082034	-	1	1542	SSO2272	NP_343643	NA
2082335	2082589	+	1	1543	SSO10122	NP_343644	NA
2082845	2083261	-	1	1544	SSO2273	NP_343645	2083245
2083299	2084168	+	1	1545	SSO2274	NP_343646	NA
2084231	2084881	+	1	1546	SSO2275	NP_343647	NA
2084832	2085617	+	0	1546	SSO2276	NP_343648	NA
2085729	2087216	+	1	1547	SSO2277	NP_343649	2085717
2087490	2088791	-	1	1548	SSO2279	NP_343650	2088772
2088749	2089243	+	1	1549	SSO2278	NP_343651	NA
2089224	2090636	-	0	1550	SSO2280	NP_343652	2090645
2090649	2091539	-	0	1550	SSO2281	NP_343653	NA
2091532	2091969	-	1	1550	SSO2282	NP_343654	2091969
2092022	2093347	+	1	1551	SSO2283	NP_343655	2092022
2093422	2094543	+	1	1552	SSO2284	NP_343656	2093417
2094540	2096369	+	0	1552	SSO2285	NP_343657	NA
2096394	2096783	+	1	1553	SSO2286	NP_343658	2096394
2096761	2097717	+	0	1553	SSO2287	NP_343659	NA
2097678	2098781	-	1	1554	SSO2288	NP_343660	NA
2098820	2099599	+	1	1555	SSO2289	NP_343661	2098838
2099610	2100353	+	0	1555	SSO2290	NP_343662	NA
2100345	2102009	-	1	1556	SSO2291	NP_343663	NA
2102240	2103778	+	1	1557	SSO2292	NP_343664	2102240
2103749	2104255	-	1	1558	SSO2294	NP_343665	NA
2104400	2104804	-	1	1559	SSO2295	NP_343666	2104804
2104864	2105547	-	0	1560	SSO2296	NP_343667	NA
2105534	2106547	-	0	1560	SSO2297	NP_343668	NA
2106526	2107314	-	0	1560	SSO2299	NP_343669	NA
2107321	2107989	-	0	1560	SSO2301	NP_343670	NA
2107986	2108585	-	0	1560	SSO2303	NP_343671	NA
2108586	2109635	-	0	1560	SSO2305	NP_343672	NA
2109632	2110384	-	1	1560	SSO2306	NP_343673	NA
2110381	2111379	-	1	1561	SSO2308	NP_343674	NA
2112167	2113201	-	1	1562	SSO2309	NP_343675	NA
2113415	2114233	+	1	1563	SSO2310	NP_343676	NA
2114647	2115105	+	1	1564	SSO2311	NP_343677	NA
2115365	2116315	+	1	1565	SSO2312	NP_343678	NA
2116376	2116729	-	1	1566	SSO2314	NP_343679	NA
2117137	2118558	-	0	1567	SSO2315	NP_343680	NA
2118542	2120083	-	0	1567	SSO2316	NP_343681	NA
2120086	2120790	-	0	1567	SSO2318	NP_343682	NA
2120772	2121260	-	1	1567	SSO2319	NP_343683	NA
2121601	2122566	+	1	1568	SSO2320	NP_343684	NA
2122901	2123659	-	1	1569	SSO2322	NP_343685	NA
2123734	2124657	-	1	1570	SSO2323	NP_343686	2124673
2124780	2125265	+	1	1571	SSO2324	NP_343687	NA
2125249	2126718	+	0	1571	SSO2325	NP_343688	NA
2127091	2127492	+	1	1572	SSO2326	NP_343689	NA
2127575	2128387	+	1	1573	SSO2327	NP_343690	2127572
2128401	2128889	+	0	1573	SSO2328	NP_343691	NA
2128886	2129068	+	0	1573	SSO10224	NP_343692	NA
2130106	2130258	+	1	1574	SSO10228	NP_343693	NA
2130378	2130884	+	1	1575	SSO2329	NP_343694	NA
2131092	2131862	+	1	1576	SSO2331	NP_343695	NA
2132280	2133047	+	1	1577	SSO2332	NP_343696	2132278
2133042	2134058	-	1	1578	SSO2334	NP_343697	2134037
2134090	2134554	-	1	1579	SSO2337	NP_343698	2134450
2134538	2135158	+	1	1580	SSO2336	NP_343699	NA
2135271	2135543	+	1	1581	SSO10237	NP_343700	2135271
2135416	2135500	-	1	1582	SSOt45	N/A	NA
2136182	2137171	+	1	1583	SSO2338	NP_343701	NA
2137263	2138336	+	1	1584	SSO2339	NP_343702	2137218
2138337	2138969	-	1	1585	SSO2342	NP_343703	2138978
2139054	2139866	+	1	1586	SSO2343	NP_343704	NA
2139827	2140612	+	0	1586	SSO2344	NP_343705	NA
2140629	2141474	+	1	1587	SSO2345	NP_343706	NA
2141705	2142397	+	1	1588	SSO2346	NP_343707	NA
2142445	2142906	-	0	1589	SSO2347	NP_343708	NA
2142903	2143901	-	1	1589	SSO2348	NP_343709	2143903
2143909	2144421	-	1	1590	SSO2349	NP_343710	2144429
2144479	2145309	+	1	1591	SSO2350	NP_343711	2144479
2145310	2145849	+	0	1591	SSO2351	NP_343712	NA
2145846	2146082	-	1	1592	SSO10258	NP_343713	NA
2146176	2146559	+	1	1593	SSO2352	NP_343714	2146176
2146599	2146796	+	1	1594	NA	NA	NA
2146765	2147961	+	0	1594	SSO2353	NP_343715	NA
2147932	2149548	-	1	1595	SSO2354	NP_343716	NA
2149579	2149869	+	1	1596	SSO10269	NP_343717	NA
2149856	2150650	+	0	1596	SSO2355	NP_343718	NA
2150698	2152398	+	1	1597	SSO2356	NP_343719	2150698
2152400	2153350	+	0	1597	SSO2357	NP_343720	2152400
2153347	2154228	+	0	1597	SSO2358	NP_343721	NA
2154229	2154594	+	0	1597	SSO2359	NP_343722	NA
2154682	2156040	-	0	1598	SSO2360	NP_343723	NA
2156037	2157185	-	1	1598	SSO2363	NP_343724	2157194
2157622	2158068	+	1	1599	SSO2364	NP_343725	2157599
2158065	2158346	+	0	1599	SSO10285	NP_343726	2158065
2158360	2160012	+	1	1600	SSO2365	NP_343727	2158370
2160251	2161186	+	1	1601	SSO2367	NP_343728	NA
2161170	2162300	+	0	1601	SSO2368	NP_343729	NA
2162297	2162611	-	0	1602	SSO2369	NP_343730	NA
2162590	2163129	-	1	1602	SSO2370	NP_343731	NA
2163267	2164274	+	1	1603	SSO2371	NP_343732	NA
2164305	2164847	+	1	1604	SSO2372	NP_343733	2164305
2164806	2165375	-	0	1605	SSO2373	NP_343734	NA
2165372	2166136	-	0	1605	SSO2374	NP_343735	NA
2166139	2166465	-	1	1605	SSO2375	NP_343736	2166482
2166513	2167706	-	1	1606	SSO2377	NP_343737	NA
2167742	2169007	-	1	1607	SSO2380	NP_343738	2169015
2169053	2169472	+	1	1608	SSO2381	NP_343739	2169053
2169430	2169765	+	0	1608	SSO2382	NP_343740	NA
2169762	2170484	+	0	1608	SSO2383	NP_343741	NA
2170481	2171119	+	0	1608	SSO2384	NP_343742	NA
2171113	2172168	+	0	1608	SSO2385	NP_343743	NA
2172218	2174068	+	1	1609	SSO2386	NP_343744	2172215
2174074	2174925	+	1	1610	SSO2387	NP_343745	2174091
2174900	2176030	-	1	1611	SSO3259	NP_343746	NA
2176335	2177051	+	1	1612	NA	NA	2176311
2177035	2178315	-	1	1613	SSO2389	NP_343747	NA
2178312	2178830	-	1	1614	SSO2390	NP_343748	2178841
2178847	2179395	-	1	1615	SSO2391	NP_343749	NA
2179413	2180783	-	0	1616	SSO2393	NP_343750	NA
2180744	2181439	-	1	1616	SSO2394	NP_343751	NA
2181477	2181932	+	1	1617	SSO2395	NP_343752	NA
2181923	2184178	-	1	1618	SSO2398	NP_343753	2184187
2184160	2184975	+	1	1619	SSO2397	NP_343754	NA
2184930	2185730	+	1	1620	SSO2399	NP_343755	2184930
2185709	2186512	-	0	1621	SSO2400	NP_343756	NA
2186409	2187092	-	1	1621	SSO2401	NP_343757	2187095
2187140	2187886	+	1	1622	SSO2402	NP_343758	NA
2187883	2189076	+	0	1622	SSO2404	NP_343759	NA
2189109	2189342	+	1	1623	SSO10340	NP_343760	2189109
2189569	2189883	-	1	1624	SSO2405	NP_343761	2189899
2190033	2190209	+	1	1625	SSO10342	NP_343762	2190025
2190206	2190841	-	0	1626	SSO2406	NP_343763	NA
2190850	2191893	-	1	1626	SSO2407	NP_343764	2191915
2192042	2192656	-	1	1627	SSO2408	NP_343765	NA
2192668	2192886	-	0	1628	SSO10348	NP_343766	NA
2192855	2193247	-	0	1628	SSO2409	NP_343767	NA
2193240	2193617	-	1	1628	SSO2410	NP_343768	2193617
2193650	2194153	+	1	1629	SSO2411	NP_343769	2193650
2194143	2194559	+	0	1629	SSO2412	NP_343770	NA
2194603	2195046	-	1	1630	SSO2413	NP_343771	NA
2195006	2196502	-	1	2236	SSO2415	NP_343772	NA
2196594	2197565	+	1	1631	SSO2416	NP_343773	2196594
2197562	2198356	+	0	1631	SSO2418	NP_343774	NA
2198301	2200124	-	1	1632	SSO2420	NP_343775	NA
2200206	2201762	-	1	1633	SSO2422	NP_343776	NA
2201886	2203055	+	1	1634	SSO2423	NP_343777	2201955
2203048	2203587	+	0	1634	SSO2424	NP_343778	NA
2203577	2205262	-	1	1635	SSO2425	NP_343779	2205238
2205318	2205746	+	1	1636	SSO2426	NP_343780	2205317
2205820	2206350	+	1	1637	SSO2427	NP_343781	2205812
2206363	2206887	-	1	1638	SSO2428	NP_343782	2206895
2206949	2208520	+	1	1639	SSO2429	NP_343783	2206930
2208915	2209334	-	1	1640	SSO2431	NP_343784	2209334
2209361	2209930	+	1	1641	SSO2432	NP_343785	NA
2209901	2210416	-	0	1642	SSO2433	NP_343786	NA
2210413	2211249	-	1	1642	SSO2434	NP_343787	NA
2211482	2212210	-	0	1643	SSO2435	NP_343788	NA
2212210	2212797	-	0	1643	SSO2436	NP_343789	NA
2212800	2213036	-	1	1643	NA	NA	2213039
2213038	2213865	-	1	1644	SSO2437	NP_343790	2213866
2213911	2215062	+	1	1645	SSO2438	NP_343791	2213904
2215007	2215795	+	0	1645	SSO2439	NP_343792	NA
2215993	2217270	+	1	1646	SSO2440	NP_343793	2215984
2217271	2218257	+	0	1646	SSO2441	NP_343794	NA
2218254	2218586	-	0	1647	SSO2442	NP_343795	NA
2218528	2219565	-	1	1647	SSO2446	NP_343796	NA
2219555	2219998	+	1	1648	SSO2445	NP_343797	NA
2219975	2221033	-	1	1649	SSO2448	NP_343798	NA
2221030	2221881	-	1	1650	SSO2449	NP_343799	2221946
2222038	2223468	+	1	1651	SSO2450	NP_343800	2222107
2223552	2224118	+	1	1652	SSO2451	NP_343801	2223552
2224121	2224909	-	1	1653	SSO2452	NP_343802	NA
2224988	2225473	+	1	1654	SSO2453	NP_343803	2224948
2225443	2226039	+	0	1654	SSO2454	NP_343804	NA
2226044	2226661	+	1	1655	SSO2455	NP_343805	2226065
2226670	2227659	+	0	1655	SSO2457	NP_343806	NA
2227656	2228342	-	1	1656	SSO2458	NP_343807	NA
2228374	2229513	+	1	1657	SSO2459	NP_343808	NA
2229623	2230285	+	1	1658	SSO2460	NP_343809	NA
2230274	2231260	-	1	1659	SSO2461	NP_343810	NA
2231618	2233765	+	1	1660	SSO2462	NP_343811	NA
2233902	2235473	-	1	1661	SSO2463	NP_343812	NA
2235498	2236058	-	0	1662	SSO2464	NP_343813	NA
2236007	2237539	-	1	1662	SSO2466	NP_343814	2237542
2237964	2239571	-	1	1663	SSO2468	NP_343815	NA
2239564	2240280	-	1	1664	SSO2469	NP_343816	NA
2240677	2241174	-	0	1665	SSO2470	NP_343817	NA
2241175	2242425	-	1	1665	SSO2471	NP_343818	2242423
2242506	2243807	-	1	1666	SSO2472	NP_343819	NA
2243888	2245726	+	1	1667	SSO2473	NP_343820	2243886
2245817	2246212	+	1	1668	SSO2474	NP_343821	NA
2246229	2246516	-	1	1669	SSO10449	NP_343822	2246516
2246664	2247398	+	1	1670	SSO2475	NP_343823	2246661
2247725	2249242	+	1	1671	SSO2476	NP_343824	NA
2249306	2250049	+	1	1672	SSO2478	NP_343825	NA
2250084	2250281	+	1	1673	NA	NA	2250084
2250305	2251018	-	1	1674	SSO2479	NP_343826	2251009
2251714	2251911	+	1	1675	NA	NA	2251714
2252492	2253541	+	1	1676	SSO2481	NP_343827	NA
2253527	2254309	-	0	1677	SSO2482	NP_343828	NA
2254375	2255388	-	1	1677	SSO2483	NP_343829	2255388
2255473	2256156	-	0	1678	SSO2484	NP_343830	NA
2256156	2257112	-	1	1678	SSO2485	NP_343831	NA
2257164	2258801	+	1	1679	SSO2486	NP_343832	2257164
2258839	2259294	+	1	1680	SSO2487	NP_343833	2258839
2259613	2260398	+	1	1681	SSO2488	NP_343834	NA
2260444	2261208	+	1	1682	SSO2489	NP_343835	NA
2261252	2262235	+	1	1683	SSO2490	NP_343836	NA
2262237	2262683	+	0	1683	SSO2491	NP_343837	NA
2262817	2263422	+	1	1684	SSO2492	NP_343838	NA
2263553	2264470	+	1	1685	SSO2493	NP_343839	NA
2264548	2265558	+	1	1686	SSO2494	NP_343840	2264548
2265544	2266731	-	1	1687	NP_343841.1	15899236	2266746
2266770	2267669	-	0	1688	SSO2497	NP_343842	NA
2267674	2268600	-	1	1688	SSO2498	NP_343843	NA
2268690	2269448	-	1	1689	SSO2500	NP_343844	2269448
2269483	2270529	-	1	1690	SSO2501	NP_343845	NA
2270813	2271217	-	1	1691	SSO2502	NP_343846	NA
2271280	2272671	-	1	1692	SSO2503	NP_343847	2272671
2273466	2274935	-	1	1693	SSO2505	NP_343848	NA
2275200	2275796	+	1	1694	SSO2506	NP_343849	NA
2275798	2276241	-	1	1695	SSO2507	NP_343850	2276241
2276632	2277774	+	1	1696	SSO2508	NP_343851	2276631
2277771	2278145	+	1	1697	SSO2509	NP_343852	NA
2278488	2280146	+	1	1698	SSO2510	NP_343853	NA
2280182	2281294	+	1	1699	SSO2511	NP_343854	2280182
2281312	2283303	-	1	1700	SSO2514	NP_343855	2283304
2283385	2284317	-	1	2237	SSO2515	NP_343856	NA
2284524	2285990	+	1	1701	SSO2516	NP_343857	NA
2286281	2287036	+	1	1702	SSO2517	NP_343858	NA
2287042	2288103	+	1	1703	SSO2518	NP_343859	NA
2288111	2289037	-	1	1704	SSO2519	NP_343860	NA
2289080	2290036	+	1	1705	SSO2520	NP_343861	NA
2290030	2290965	-	0	1706	SSO2521	NP_343862	NA
2291000	2291944	-	1	1706	SSO2522	NP_343863	2291944
2292023	2293702	+	1	1707	SSO2523	NP_343864	2292023
2293755	2294201	-	0	1708	SSO2524	NP_343865	NA
2294204	2295541	-	1	1708	SSO2526	NP_343866	2295502
2295958	2297181	-	0	1709	SSO2527	NP_343867	NA
2297189	2298469	-	1	1709	SSO2528	NP_343868	NA
2299078	2299446	-	0	1710	SSO2529	NP_343869	NA
2299422	2299814	-	1	1710	SSO2530	NP_343870	2299812
2300018	2300590	-	1	1711	SSO2531	NP_343871	NA
2300632	2301045	+	1	1712	SSO2532	NP_343872	NA
2301034	2302002	-	1	1713	SSO2534	NP_343873	NA
2302377	2303117	+	1	1714	SSO2535	NP_343874	NA
2303254	2304297	+	1	1715	SSO2536	NP_343875	2303244
2304367	2306178	-	1	1716	SSO2537	NP_343876	NA
2306712	2308109	-	1	1717	SSO2538	NP_343877	2308113
2308155	2308748	-	1	1718	SSO2539	NP_343878	NA
2309085	2310050	-	1	1719	SSO2540	NP_343879	NA
2310331	2311164	-	1	1720	SSO2541	NP_343880	NA
2311926	2312876	+	1	1721	SSO2542	NP_343881	NA
2313547	2313840	-	1	1722	SSO10604	NP_343882	NA
2313850	2314380	-	1	1723	SSO2544	NP_343883	NA
2314425	2315126	+	1	1724	SSO2545	NP_343884	NA
2315129	2315824	+	0	1724	SSO2546	NP_343885	NA
2315793	2318141	+	0	1724	SSO2547	NP_343886	NA
2318128	2319645	+	1	1725	SSO2549	NP_343887	NA
2319642	2319944	-	1	1726	SSO2550	NP_343888	2319945
2320224	2320430	+	1	1727	SSO10610	NP_343889	2320226
2320573	2324499	+	1	1728	SSO2551	NP_343890	NA
2324504	2326336	+	0	1728	SSO2552	NP_343891	NA
2326298	2327317	-	0	1729	SSO2553	NP_343892	NA
2327353	2328642	-	1	1729	SSO2554	NP_343893	2328643
2328680	2329435	-	1	1730	SSO2555	NP_343894	2329435
2329562	2329939	+	1	1731	SSO2556	NP_343895	NA
2330291	2331250	+	1	1732	SSO2557	NP_343896	2330150
2331433	2332599	+	1	1733	SSO2558	NP_343897	NA
2332633	2333862	+	1	1734	SSO2559	NP_343898	2332633
2333935	2334618	+	1	1735	SSO2560	NP_343899	NA
2334605	2335153	-	1	1736	SSO2561	NP_343900	NA
2335287	2335445	+	1	1737	NA	NA	2335286
2335698	2336555	+	1	1738	SSO2562	NP_343901	NA
2336560	2337624	-	1	1739	SSO2566	NP_343902	NA
2337818	2338777	+	1	1740	SSO2567	NP_343903	NA
2338953	2339186	+	1	1741	SSO10674	NP_343904	NA
2339781	2340059	-	1	1742	NA	NA	2340059
2340175	2341242	+	1	1743	SSO2568	NP_343905	2340170
2341282	2342274	+	1	1744	SSO2569	NP_343906	NA
2342279	2343103	-	0	1745	SSO2570	NP_343907	NA
2343119	2343841	-	1	1745	SSO2571	NP_343908	2343855
2344187	2344786	-	0	1746	SSO2572	NP_343909	NA
2344828	2345217	-	1	1746	SSO2573	NP_343910	2345219
